,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sales_Price
788,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73.0,9855.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Above_Average,Average,1956.0,1956.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0.0,1436.0,1436.0,GasA,Fair,Y,SBrkr,1689.0,0.0,0.0,1689.0,0,0,1,0,3,1,Typical,7,Typ,1,Good,Attchd,Unf,2,480.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,None,0.0,11,2009.0,COD,Normal,-93.667776,42.024483,127500.0
789,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68.0,9571.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Average,1956.0,1956.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0.0,816.0,1073.0,GasA,Typical,Y,FuseA,1073.0,0.0,0.0,1073.0,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,1,340.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Good_Privacy,None,0.0,2,2009.0,WD ,Normal,-93.668212,42.023982,121500.0
790,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68.0,9571.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Fair,1958.0,1958.0,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,Typical,Fair,CBlock,Typical,Fair,No,Unf,7,Unf,0.0,1276.0,1276.0,GasA,Typical,Y,FuseA,1276.0,0.0,0.0,1276.0,0,0,1,0,3,1,Typical,5,Mod,0,No_Fireplace,Attchd,Unf,1,350.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,COD,Abnorml,-93.667209,42.023916,60000.0
791,Two_Story_1946_and_Newer,Residential_Low_Density,50.0,9350.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1946.0,1950.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0.0,405.0,747.0,GasA,Excellent,Y,SBrkr,892.0,747.0,0.0,1639.0,0,0,1,1,3,1,Good,6,Typ,1,Good,Detchd,Unf,1,240.0,Typical,Typical,Paved,0.0,50.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2009.0,WD ,Normal,-93.665271,42.026133,154400.0
792,One_Story_1945_and_Older,Residential_Low_Density,50.0,9340.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1941.0,1950.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0.0,328.0,672.0,GasA,Typical,Y,SBrkr,672.0,0.0,0.0,672.0,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Attchd,Unf,1,234.0,Typical,Typical,Dirt_Gravel,0.0,113.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,8,2009.0,WD ,Normal,-93.66527,42.025996,113000.0
793,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,62.0,7440.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Above_Average,1954.0,1954.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,CBlock,Good,Typical,No,BLQ,2,Unf,0.0,916.0,1089.0,GasW,Typical,Y,SBrkr,1089.0,0.0,0.0,1089.0,1,0,1,0,3,1,Typical,5,Typ,1,Good,Detchd,RFn,1,252.0,Typical,Typical,Partial_Pavement,328.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,None,0.0,9,2009.0,WD ,Normal,-93.660147,42.026307,125000.0
794,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0.0,11500.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Below_Average,Fair,1957.0,1957.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Good,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Excellent,N,SBrkr,845.0,0.0,0.0,845.0,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,1,290.0,Typical,Typical,Dirt_Gravel,186.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,1,2009.0,WD ,Normal,-93.663366,42.024993,84000.0
795,One_Story_PUD_1946_and_Newer,Residential_Low_Density,42.0,4235.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,One_Story,Average,Average,1984.0,1984.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,149.0,Good,Typical,CBlock,Good,Typical,Mn,GLQ,3,ALQ,393.0,104.0,1049.0,GasA,Typical,Y,SBrkr,1049.0,0.0,0.0,1049.0,1,0,2,0,2,1,Good,5,Typ,0,No_Fireplace,Attchd,Fin,1,266.0,Typical,Typical,Paved,0.0,105.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,2,2009.0,WD ,Normal,-93.6641939,42.0246851,139500.0
796,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60.0,11409.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,Below_Average,1949.0,2008.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0.0,476.0,768.0,GasA,Good,Y,SBrkr,1148.0,568.0,0.0,1716.0,0,0,1,1,3,1,Typical,8,Min2,1,Good,Attchd,Unf,1,281.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,160.0,0.0,No_Pool,No_Fence,None,0.0,1,2009.0,WD ,Normal,-93.66104,42.0247212,131000.0
797,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60.0,9060.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Average,1939.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,Typical,Typical,BrkTil,Typical,Typical,Mn,Rec,6,Unf,0.0,356.0,560.0,GasA,Typical,Y,SBrkr,698.0,560.0,0.0,1258.0,0,0,1,0,2,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,1,280.0,Typical,Typical,Partial_Pavement,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,None,0.0,10,2009.0,WD ,Normal,-93.661005,42.023548,105000.0
798,Two_Story_1945_and_Older,Residential_Low_Density,60.0,9084.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,OneFam,Two_Story,Below_Average,Average,1940.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,Mn,Unf,7,Unf,0.0,755.0,755.0,GasA,Typical,Y,SBrkr,755.0,755.0,0.0,1510.0,1,0,1,0,4,1,Typical,7,Typ,1,Good,Detchd,Unf,1,296.0,Fair,Poor,Partial_Pavement,120.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,None,0.0,10,2009.0,WD ,Normal,-93.659855,42.022754,108000.0
799,Split_or_Multilevel,Residential_Low_Density,74.0,10778.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,OneFam,SLvl,Good,Above_Average,1990.0,1991.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Good,Typical,PConc,Good,Typical,No,GLQ,3,ALQ,286.0,308.0,1054.0,GasA,Good,Y,SBrkr,1061.0,0.0,0.0,1061.0,1,0,1,1,1,1,Good,4,Typ,0,No_Fireplace,Attchd,Unf,2,462.0,Typical,Typical,Paved,114.0,36.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2009.0,WD ,Normal,-93.684708,42.034183,162000.0
800,Split_or_Multilevel,Residential_Low_Density,66.0,19255.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,SLvl,Above_Average,Average,1983.0,1983.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,Good,Typical,CBlock,Good,Typical,Av,Rec,6,GLQ,450.0,0.0,520.0,GasA,Good,Y,SBrkr,1338.0,0.0,0.0,1338.0,0,0,1,1,2,1,Good,5,Min2,1,Poor,Attchd,Unf,2,576.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,Shed,600.0,9,2009.0,WD ,Normal,-93.685733,42.033714,156500.0
801,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,79.0,12327.0,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Mod,Sawyer_West,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,Very_Good,1983.0,2009.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Good,Typical,CBlock,Good,Typical,Gd,GLQ,3,Unf,0.0,55.0,1496.0,GasA,Excellent,Y,SBrkr,1496.0,636.0,0.0,2132.0,1,0,1,1,1,1,Good,5,Min2,1,Good,BuiltIn,Fin,2,612.0,Good,Typical,Paved,349.0,40.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,9,2009.0,WD ,Normal,-93.685986,42.0318449,316600.0
802,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90.0,14684.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Sawyer_West,Norm,Norm,OneFam,One_Story,Good,Good,1990.0,1991.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Good,Typical,CBlock,Good,Typical,Mn,ALQ,1,BLQ,177.0,1496.0,2158.0,GasA,Good,Y,SBrkr,2196.0,0.0,0.0,2196.0,0,0,2,0,3,1,Good,7,Typ,1,Typical,Attchd,RFn,3,701.0,Typical,Typical,Paved,84.0,70.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Normal,-93.68341,42.03254,271900.0
803,Two_Story_1946_and_Newer,Residential_Low_Density,75.0,9317.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1993.0,1993.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Good,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0.0,227.0,740.0,GasA,Excellent,Y,SBrkr,1006.0,769.0,0.0,1775.0,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,Unf,2,425.0,Typical,Typical,Paved,234.0,72.0,192.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2009.0,WD ,Normal,-93.681063,42.030625,213000.0
804,Two_Story_1946_and_Newer,Residential_Low_Density,85.0,10560.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1993.0,1994.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good,Good,PConc,Good,Good,No,GLQ,3,Unf,0.0,605.0,1079.0,GasA,Excellent,Y,SBrkr,1079.0,800.0,0.0,1879.0,1,0,2,1,3,1,Good,8,Typ,1,Typical,Attchd,RFn,2,473.0,Typical,Typical,Paved,400.0,100.0,144.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,None,0.0,8,2009.0,WD ,Normal,-93.682025,42.030623,239900.0
805,Two_Story_1946_and_Newer,Residential_Low_Density,80.0,9828.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0.0,544.0,1128.0,GasA,Excellent,Y,SBrkr,1142.0,878.0,0.0,2020.0,0,0,2,1,3,1,Good,8,Typ,1,Typical,Attchd,RFn,2,466.0,Typical,Typical,Paved,0.0,155.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Normal,-93.682176,42.030678,239500.0
806,Two_Story_1945_and_Older,Residential_Low_Density,120.0,26400.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,FR2,Gtl,Sawyer_West,Feedr,Norm,OneFam,Two_Story,Average,Good,1880.0,2007.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Good,Typical,PConc,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Excellent,Y,SBrkr,1288.0,728.0,0.0,2016.0,0,0,1,0,4,1,Typical,7,Mod,1,Typical,Attchd,Unf,2,576.0,Typical,Typical,Partial_Pavement,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Normal,-93.679789,42.03252,131000.0
807,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7018.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,Duplex,One_Story,Average,Average,1979.0,1979.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Fair,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,Y,SBrkr,1535.0,0.0,0.0,1535.0,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Attchd,Unf,2,410.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Alloca,-93.679784,42.031622,118964.0
808,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7018.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,Duplex,SFoyer,Average,Average,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,Stone,275.0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0.0,0.0,1086.0,GasA,Typical,Y,SBrkr,1224.0,0.0,0.0,1224.0,2,0,0,2,2,2,Typical,6,Typ,2,Typical,Detchd,Unf,2,528.0,Typical,Typical,Paved,120.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Alloca,-93.6791403,42.031834,153337.0
809,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7018.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,Duplex,Two_Story,Average,Average,1979.0,1979.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,Y,SBrkr,1114.0,1114.0,0.0,2228.0,0,0,2,0,6,2,Typical,8,Typ,0,No_Fireplace,Detchd,Unf,2,720.0,Typical,Typical,Paved,73.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Alloca,-93.679109,42.031623,147983.0
810,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7018.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,Duplex,One_Story,Average,Average,1979.0,1979.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,Y,SBrkr,1535.0,0.0,0.0,1535.0,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Attchd,Unf,2,400.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Good_Privacy,None,0.0,6,2009.0,WD ,Alloca,-93.679784,42.031545,118858.0
811,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7018.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,Duplex,One_Story,Average,Average,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,None,0.0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,Y,SBrkr,1535.0,0.0,0.0,1535.0,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Attchd,Unf,2,400.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Alloca,-93.6795273,42.0314669,118858.0
812,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7018.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,Duplex,Two_Story,Average,Average,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,None,0.0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,Y,SBrkr,1120.0,1120.0,0.0,2240.0,0,0,2,0,6,2,Typical,12,Typ,0,No_Fireplace,Detchd,Unf,2,528.0,Typical,Typical,Paved,154.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Alloca,-93.6790969,42.0314606,142953.0
813,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7040.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,Duplex,SFoyer,Average,Average,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,BrkFace,216.0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0.0,0.0,1094.0,GasA,Typical,Y,SBrkr,1229.0,0.0,0.0,1229.0,2,0,0,2,2,2,Good,6,Typ,2,Typical,Detchd,Unf,2,672.0,Typical,Typical,Paved,120.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Alloca,-93.6791456,42.0312822,148325.0
814,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7007.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,Duplex,One_Story,Average,Average,1979.0,1979.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,Y,SBrkr,1513.0,0.0,0.0,1513.0,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Attchd,Unf,2,400.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Alloca,-93.679781,42.03057,113722.0
815,Duplex_All_Styles_and_Ages,Residential_Low_Density,0.0,11855.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,Duplex,Two_Story,Good,Average,2000.0,2000.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,Typical,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0.0,348.0,1168.0,GasA,Excellent,Y,SBrkr,1168.0,1619.0,0.0,2787.0,2,0,4,2,6,2,Typical,8,Typ,2,Typical,BuiltIn,Fin,4,820.0,Typical,Typical,Paved,312.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,10,2009.0,WD ,Normal,-93.679856,42.030531,269500.0
816,Duplex_All_Styles_and_Ages,Residential_Low_Density,0.0,7939.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,Duplex,Two_Story,Good,Average,2000.0,2000.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,Typical,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0.0,348.0,1168.0,GasA,Excellent,Y,SBrkr,1168.0,1619.0,0.0,2787.0,2,0,4,2,6,2,Typical,8,Typ,2,Typical,BuiltIn,Fin,4,820.0,Typical,Typical,Paved,312.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,10,2009.0,WD ,Normal,-93.6791251,42.0310946,269500.0
817,Duplex_All_Styles_and_Ages,Residential_Low_Density,0.0,7976.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,Duplex,Two_Story,Good,Average,2000.0,2000.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,Typical,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0.0,348.0,1168.0,GasA,Excellent,Y,SBrkr,1168.0,1619.0,0.0,2787.0,2,0,4,2,6,2,Typical,8,Typ,2,Typical,BuiltIn,Fin,4,820.0,Typical,Typical,Paved,312.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,10,2009.0,WD ,Normal,-93.679181,42.0309301,269500.0
818,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,84.0,10933.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Excellent,Average,2009.0,2009.0,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0.0,534.0,1555.0,GasA,Excellent,Y,SBrkr,1680.0,0.0,0.0,1680.0,1,0,1,1,1,1,Excellent,8,Typ,1,Good,Attchd,Fin,3,1138.0,Typical,Typical,Paved,185.0,24.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2009.0,New,Partial,-93.687067,42.026626,323262.0
819,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79.0,10637.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0.0,417.0,1705.0,GasA,Excellent,Y,SBrkr,1718.0,0.0,0.0,1718.0,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,RFn,3,826.0,Typical,Typical,Paved,208.0,44.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,9,2009.0,WD ,Normal,-93.688859,42.026482,297000.0
820,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61.0,10226.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Good,Typical,PConc,Excellent,Typical,Gd,Unf,7,Unf,0.0,1622.0,1622.0,GasA,Excellent,Y,SBrkr,1630.0,0.0,0.0,1630.0,1,0,2,0,3,1,Excellent,8,Typ,1,Good,Attchd,RFn,3,860.0,Typical,Typical,Paved,172.0,42.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,1,2009.0,WD ,Normal,-93.688993,42.026414,295493.0
821,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65.0,10816.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Excellent,Average,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,364.0,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0.0,616.0,1720.0,GasA,Excellent,Y,SBrkr,1720.0,0.0,0.0,1720.0,1,0,2,0,3,1,Excellent,8,Typ,1,Good,Attchd,RFn,3,846.0,Typical,Typical,Paved,208.0,104.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,11,2009.0,WD ,Normal,-93.689091,42.026372,332000.0
822,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71.0,9178.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0.0,1468.0,1468.0,GasA,Excellent,Y,SBrkr,1468.0,0.0,0.0,1468.0,0,0,2,0,3,1,Good,6,Typ,1,Good,Attchd,RFn,3,904.0,Typical,Typical,Paved,192.0,142.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2009.0,WD ,Normal,-93.690266,42.025707,239900.0
823,Two_Story_1946_and_Newer,Residential_Low_Density,68.0,10769.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0.0,846.0,866.0,GasA,Excellent,Y,SBrkr,866.0,902.0,0.0,1768.0,0,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,Attchd,RFn,2,578.0,Typical,Typical,Paved,144.0,105.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,4,2009.0,WD ,Normal,-93.690971,42.025293,212000.0
