,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
1151,1151,9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4575,Subscriber,1982,Female,26.0,2018-03-07
1152,1152,9 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4852,Subscriber,1989,Male,26.0,2018-08-04
1153,1153,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,5059,Subscriber,1962,Male,27.0,2019-03-25
1154,1154,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5261,Subscriber,1981,Male,27.0,2018-12-24
1155,1155,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5045,Subscriber,1986,Male,26.0,2017-05-01
1156,1156,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,5009,Subscriber,1974,Male,29.0,2019-01-05
1157,1157,18 minutes,22,Howard St at Beale St,383,Golden Gate Ave at Franklin St,1921,Subscriber,1977,Female,27.0,2019-02-24
1158,1158,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),363,Salesforce Transit Center (Natoma St at 2nd St),4960,Subscriber,1974,Female,26.0,2017-10-04
1159,1159,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,4761,Subscriber,1988,Female,27.0,2018-10-27
1160,1160,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4553,Subscriber,1994,Male,26.0,2018-10-25
1161,1161,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4658,Subscriber,1990,Male,26.0,2018-02-25
1162,1162,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5343,Subscriber,1970,Male,26.0,2018-04-12
1163,1163,9 minutes,22,Howard St at Beale St,104,4th St at 16th St,5392,Subscriber,1992,Male,29.0,2018-09-20
1164,1164,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5354,Subscriber,1982,Male,27.0,2019-07-02
1165,1165,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,1360,Subscriber,1982,Female,26.0,2018-12-08
1166,1166,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5031,Subscriber,1988,Female,29.0,2017-08-26
1167,1167,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,4921,Subscriber,1962,Male,27.0,2017-07-03
1168,1168,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),1085,Subscriber,1960,Male,26.0,2019-05-03
1169,1169,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4979,Subscriber,1985,Male,26.0,2018-04-12
1170,1170,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,4625,Subscriber,1989,Female,26.0,2019-05-20
1171,1171,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5112,Subscriber,1995,Female,26.0,2017-03-23
1172,1172,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,5421,Customer,1991,Male,26.0,2019-09-03
1173,1173,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4980,Subscriber,1986,Male,29.0,2019-11-18
1174,1174,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,1442,Subscriber,1976,Male,29.0,2017-06-17
1175,1175,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5233,Subscriber,1964,Male,27.0,2019-12-24
1176,1176,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5492,Subscriber,1980,Male,27.0,2018-04-27
1177,1177,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4438,Subscriber,1977,Male,26.0,2017-11-18
1178,1178,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,300,Subscriber,1963,Male,26.0,2017-05-24
1179,1179,11 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,4977,Subscriber,1990,Male,29.0,2019-09-02
1180,1180,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4733,Subscriber,1982,Male,26.0,2019-02-11
1181,1181,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,3374,Subscriber,1959,Male,27.0,2019-08-30
1182,1182,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4750,Subscriber,1979,Male,26.0,2018-03-16
1183,1183,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4973,Subscriber,1989,Male,26.0,2019-11-12
1184,1184,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4802,Subscriber,1997,Female,26.0,2017-02-04
1185,1185,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4955,Subscriber,1978,Female,27.0,2019-05-27
1186,1186,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5262,Subscriber,1986,Male,26.0,2018-06-27
1187,1187,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1544,Subscriber,1973,Male,29.0,2017-03-11
1188,1188,15 minutes,22,Howard St at Beale St,130,22nd St Caltrain Station,5396,Subscriber,1986,Female,26.0,2018-06-24
1189,1189,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4805,Subscriber,1988,Male,29.0,2019-12-07
1190,1190,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,5409,Subscriber,1981,Male,27.0,2017-10-11
1191,1191,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4960,Subscriber,1967,Male,26.0,2017-11-12
1192,1192,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,5037,Subscriber,1966,Male,26.0,2018-03-30
1193,1193,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,4924,Subscriber,1991,Male,27.0,2018-05-28
1194,1194,7 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,4575,Subscriber,1990,Male,26.0,2017-10-01
1195,1195,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4908,Subscriber,1965,Male,26.0,2019-07-15
1196,1196,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,1392,Subscriber,1996,Female,29.0,2017-09-01
1197,1197,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5515,Subscriber,1971,Male,29.0,2017-04-29
1198,1198,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4821,Subscriber,1989,Male,26.0,2019-05-30
1199,1199,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5421,Subscriber,1992,Male,26.0,2019-02-19
1200,1200,6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4728,Subscriber,1984,Male,27.0,2019-09-27
1201,1201,13 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5520,Subscriber,1972,Female,27.0,2019-10-06
1202,1202,7 minutes,81,Berry St at 4th St,25,Howard St at 2nd St,5495,Customer,1977,Male,26.0,2018-01-14
1203,1203,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5063,Subscriber,1979,Male,29.0,2017-09-27
1204,1204,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4953,Subscriber,1984,Male,26.0,2017-12-19
1205,1205,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4658,Subscriber,1992,Female,26.0,2019-08-18
1206,1206,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4557,Subscriber,1994,Male,26.0,2018-04-08
1207,1207,12 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),5389,Subscriber,1991,Male,29.0,2017-01-27
1208,1208,3 minutes,81,Berry St at 4th St,91,Berry St at King St,5381,Subscriber,1990,Female,29.0,2019-12-11
1209,1209,9 minutes,22,Howard St at Beale St,9,Broadway at Battery St,6235,Subscriber,1973,Male,26.0,2018-12-12
1210,1210,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5540,Subscriber,1993,Male,27.0,2017-09-22
1211,1211,5 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,2884,Subscriber,1956,Male,27.0,2018-08-16
1212,1212,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5232,Subscriber,1984,Female,27.0,2018-07-17
1213,1213,6 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4979,Customer,1992,Male,26.0,2017-11-12
1214,1214,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5141,Subscriber,1980,Male,27.0,2018-10-10
1215,1215,7 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5280,Subscriber,1970,Male,26.0,2018-10-31
1216,1216,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,4597,Subscriber,1979,Female,26.0,2019-07-01
1217,1217,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,1936,Subscriber,1968,Male,29.0,2018-11-05
1218,1218,4 minutes,22,Howard St at Beale St,14,Clay St at Battery St,1346,Subscriber,1980,Male,27.0,2017-06-29
1219,1219,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5573,Subscriber,1985,Male,26.0,2018-06-09
1220,1220,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5529,Subscriber,1980,Male,26.0,2019-01-30
1221,1221,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1109,Subscriber,1985,Male,27.0,2018-09-21
1222,1222,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4608,Subscriber,1985,Male,27.0,2017-11-18
1223,1223,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4799,Subscriber,1965,Male,29.0,2018-01-23
1224,1224,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4575,Subscriber,1986,Male,26.0,2019-10-24
1225,1225,8 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5400,Customer,1980,Male,26.0,2019-06-29
1226,1226,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,3385,Subscriber,1984,Female,27.0,2017-06-25
1227,1227,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,183,Customer,1984,Female,26.0,2019-11-26
1228,1228,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3088,Subscriber,1988,Male,26.0,2018-10-23
1229,1229,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5381,Subscriber,1991,Female,29.0,2019-04-19
1230,1230,14 minutes,81,Berry St at 4th St,14,Clay St at Battery St,3048,Subscriber,1945,Male,27.0,2018-01-31
1231,1231,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2743,Subscriber,1988,Male,26.0,2018-04-01
1232,1232,8 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5498,Subscriber,1973,Female,29.0,2018-11-05
1233,1233,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,1864,Subscriber,1983,Male,27.0,2018-05-30
1234,1234,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,3391,Subscriber,1956,Male,29.0,2019-01-28
1235,1235,3 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,4924,Subscriber,1982,Male,27.0,2019-01-21
1236,1236,12 minutes,22,Howard St at Beale St,77,11th St at Natoma St,1299,Subscriber,1990,Male,29.0,2017-10-27
1237,1237,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4982,Subscriber,1992,Male,27.0,2019-03-26
1238,1238,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4802,Subscriber,1963,Male,26.0,2019-08-06
1239,1239,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1891,Subscriber,1964,Male,26.0,2018-07-27
1240,1240,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5267,Subscriber,1966,Male,29.0,2019-07-19
1241,1241,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,4949,Subscriber,1987,Male,27.0,2017-07-01
1242,1242,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,3637,Subscriber,1954,Male,26.0,2017-12-09
1243,1243,5 minutes,16,Steuart St at Market St,37,2nd St at Folsom St,5409,Subscriber,1968,Male,27.0,2017-02-15
1244,1244,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4930,Subscriber,1984,Female,26.0,2017-11-14
1245,1245,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,6235,Subscriber,1981,Male,26.0,2017-06-26
1246,1246,6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4943,Subscriber,1974,Female,26.0,2019-08-06
1247,1247,5 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5142,Subscriber,1988,Male,26.0,2018-02-19
1248,1248,2 minutes,81,Berry St at 4th St,364,China Basin St at 3rd St,1768,Subscriber,1981,Male,26.0,2017-02-15
1249,1249,11 minutes,16,Steuart St at Market St,104,4th St at 16th St,4725,Subscriber,1980,Female,26.0,2019-10-06
1250,1250,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,4921,Subscriber,1987,Male,27.0,2017-12-26
1251,1251,2 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),3455,Subscriber,1982,Male,26.0,2017-04-24
1252,1252,10 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,1481,Subscriber,1995,Male,27.0,2017-04-29
1253,1253,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2103,Customer,1978,Male,29.0,2017-08-06
1254,1254,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4357,Subscriber,1984,Male,27.0,2018-08-23
1255,1255,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1832,Subscriber,1988,Male,27.0,2020-01-09
1256,1256,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5560,Subscriber,1972,Female,29.0,2018-09-09
1257,1257,6 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5233,Subscriber,1986,Male,27.0,2017-04-11
1258,1258,2 minutes,81,Berry St at 4th St,364,China Basin St at 3rd St,1768,Subscriber,1981,Male,26.0,2017-09-15
1259,1259,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3455,Subscriber,1988,Male,26.0,2019-10-30
1260,1260,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5227,Subscriber,1995,Male,29.0,2018-10-10
1261,1261,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,3637,Subscriber,1978,Male,26.0,2017-11-27
1262,1262,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),102,Irwin St at 8th St,5271,Subscriber,1989,Female,27.0,2019-05-01
1263,1263,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),100,Bryant St at 15th St,4768,Subscriber,1988,Female,29.0,2019-11-30
1264,1264,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4982,Subscriber,1984,Male,27.0,2019-12-07
1265,1265,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),31,Raymond Kimbell Playground,5422,Subscriber,1950,Female,27.0,2018-03-18
1266,1266,1 minutes,81,Berry St at 4th St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2634,Subscriber,1984,Male,26.0,2019-11-27
1267,1267,9 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,4719,Subscriber,1987,Male,26.0,2018-04-17
1268,1268,35 minutes,81,Berry St at 4th St,133,Valencia St at 22nd St,4737,Subscriber,1978,Male,26.0,2019-11-16
1269,1269,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5280,Subscriber,1974,Male,26.0,2019-11-27
1270,1270,7 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,3363,Subscriber,1987,Female,27.0,2017-08-22
1271,1271,6 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,1612,Subscriber,1983,Male,27.0,2019-04-27
1272,1272,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4953,Subscriber,1982,Male,26.0,2017-10-19
1273,1273,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4923,Subscriber,1988,Male,29.0,2018-05-10
1274,1274,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,5142,Subscriber,1987,Male,26.0,2019-03-23
1275,1275,11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,3302,Subscriber,1968,Female,26.0,2017-06-25
1276,1276,2 minutes,3,Powell St BART Station (Market St at 4th St),34,Father Alfred E Boeddeker Park,5050,Subscriber,1976,Male,26.0,2017-05-26
1277,1277,25 minutes,81,Berry St at 4th St,323,Broadway at Kearny,500,Subscriber,1959,Male,27.0,2018-07-17
1278,1278,1 minutes,81,Berry St at 4th St,80,Townsend St at 5th St,4343,Subscriber,1996,Male,27.0,2017-10-16
1279,1279,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),115,Jackson Playground,5520,Subscriber,1989,Male,27.0,2019-07-30
1280,1280,12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5036,Subscriber,1994,Male,27.0,2018-02-20
1281,1281,12 minutes,16,Steuart St at Market St,345,Hubbell St at 16th St,4745,Subscriber,1995,Female,26.0,2019-03-04
1282,1282,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,4407,Subscriber,1992,Male,26.0,2017-09-06
1283,1283,3 minutes,16,Steuart St at Market St,17,Embarcadero BART Station (Beale St at Market St),5392,Subscriber,1990,Female,29.0,2018-05-26
1284,1284,16 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,1809,Customer,1980,Male,26.0,2019-03-23
1285,1285,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),1666,Subscriber,1968,Male,27.0,2017-11-24
1286,1286,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),76,McCoppin St at Valencia St,1396,Subscriber,1979,Male,26.0,2017-02-14
1287,1287,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,2740,Subscriber,1993,Female,27.0,2018-02-26
1288,1288,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,5145,Subscriber,1987,Male,29.0,2018-01-06
1289,1289,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4937,Subscriber,1975,Male,29.0,2018-03-18
1290,1290,856 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4936,Subscriber,1971,Female,29.0,2018-04-17
1291,1291,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2119,Subscriber,1993,Female,26.0,2018-02-15
1292,1292,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5022,Subscriber,1995,Male,29.0,2018-12-23
1293,1293,5 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5188,Subscriber,1999,Male,27.0,2017-04-26
1294,1294,12 minutes,5,Powell St BART Station (Market St at 5th St),95,Sanchez St at 15th St,4372,Subscriber,1985,Male,26.0,2018-07-26
1295,1295,11 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,306,Customer,1977,Male,27.0,2017-03-08
1296,1296,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5134,Subscriber,1995,Male,29.0,2017-11-17
1297,1297,7 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,1916,Subscriber,1998,Male,27.0,2017-03-20
1298,1298,7 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4554,Customer,1983,Male,26.0,2019-02-16
1299,1299,13 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,5518,Subscriber,1982,Female,27.0,2019-03-05
1300,1300,13 minutes,5,Powell St BART Station (Market St at 5th St),223,16th St Mission BART Station 2,5426,Subscriber,1980,Male,27.0,2019-07-05
1301,1301,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,5230,Subscriber,1985,Male,29.0,2017-07-06
1302,1302,11 minutes,81,Berry St at 4th St,321,5th St at Folsom,1649,Subscriber,1927,Male,27.0,2018-06-01
1303,1303,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5518,Subscriber,1986,Male,27.0,2017-11-02
1304,1304,20 minutes,22,Howard St at Beale St,133,Valencia St at 22nd St,2571,Subscriber,1983,Male,26.0,2018-12-08
1305,1305,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,4382,Subscriber,1994,Male,27.0,2017-10-01
1306,1306,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),123,Folsom St at 19th St,4986,Subscriber,1987,Female,26.0,2020-01-06
1307,1307,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,3113,Subscriber,1994,Male,27.0,2017-02-26
1308,1308,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5114,Subscriber,1995,Male,26.0,2018-02-04
1309,1309,12 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,4654,Subscriber,1988,Male,27.0,2018-06-25
1310,1310,3 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5232,Subscriber,1979,Female,27.0,2018-05-22
1311,1311,8 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,2100,Subscriber,1996,Male,26.0,2017-10-01
1312,1312,13 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4384,Subscriber,1989,Male,27.0,2017-07-20
1313,1313,26 minutes,21,Montgomery St BART Station (Market St at 2nd St),141,Valencia St at Cesar Chavez St,4934,Subscriber,1981,Male,27.0,2017-02-27
1314,1314,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),107,17th St at Dolores St,5557,Subscriber,1991,Male,26.0,2017-09-15
1315,1315,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),107,17th St at Dolores St,5112,Subscriber,1970,Male,26.0,2019-05-04
1316,1316,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5182,Subscriber,1984,Male,27.0,2017-06-05
1317,1317,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5550,Subscriber,1990,Male,27.0,2017-06-13
1318,1318,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,5012,Subscriber,1996,Male,26.0,2018-03-20
1319,1319,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),368,Myrtle St at Polk St,5278,Subscriber,1990,Male,29.0,2019-07-25
1320,1320,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,4435,Subscriber,1987,Male,27.0,2017-01-26
1321,1321,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,5282,Subscriber,1990,Male,27.0,2018-02-07
1322,1322,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5084,Subscriber,1991,Female,26.0,2018-04-28
1323,1323,11 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4654,Subscriber,1995,Male,27.0,2020-01-05
1324,1324,15 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),1383,Subscriber,1988,Male,26.0,2017-11-06
1325,1325,27 minutes,30,San Francisco Caltrain (Townsend St at 4th St),81,Berry St at 4th St,1514,Subscriber,1986,Male,27.0,2019-02-04
1326,1326,13 minutes,16,Steuart St at Market St,369,Hyde St at Post St,4806,Subscriber,1988,Male,26.0,2019-08-29
1327,1327,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5299,Subscriber,1994,Male,26.0,2018-05-25
1328,1328,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),85,Church St at Duboce Ave,4812,Subscriber,1990,Male,27.0,2017-11-18
1329,1329,11 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5051,Customer,1988,Female,26.0,2018-02-15
1330,1330,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),2825,Subscriber,1988,Female,26.0,2018-11-02
1331,1331,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,3139,Subscriber,1988,Male,27.0,2018-03-23
1332,1332,2 minutes,81,Berry St at 4th St,91,Berry St at King St,5573,Subscriber,1992,Male,26.0,2017-12-11
1333,1333,27 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,3392,Subscriber,1986,Female,27.0,2018-02-25
1334,1334,17 minutes,16,Steuart St at Market St,99,Folsom St at 15th St,4798,Subscriber,1991,Female,29.0,2019-11-17
1335,1335,12 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5213,Subscriber,1990,Female,29.0,2018-05-27
1336,1336,350 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),5354,Customer,1984,Male,27.0,2018-07-14
1337,1337,349 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),5469,Customer,1984,Male,26.0,2018-09-08
1338,1338,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,1914,Subscriber,1973,Female,26.0,2018-11-23
